# Configuration
#   Username: Nicholas W. M. Ritchie
#   Timestamp: 2025-10-23 13:31:22
#   Application: spex version 0.0.121
#   References: `N132962 15 keV` revision 199 - 2025-10-23 13:24:40 -04:00
# Configuration warnings
#    None
# Spectrum
#   MMM2 Pyrope[0][all]['MMM2 Pyrope[0][4].msa']
# Fit warnings
#   The k-ratio '[Mn L₃-M₅ + 13 others] = -0.00410 ± 0.00055' is more than 3σ negative.
# Quantification results
MMM2 Pyrope[4][all],Cr,24,51.9961,0.00825,0.00005,0.00826,0.00022,0.00343,0.00012
MMM2 Pyrope[4][all],Mn,25,54.938043,0.00294,0.00006,0.00295,0.00010,0.00116,0.00005
MMM2 Pyrope[4][all],Fe,26,55.845,0.07351,0.00011,0.07362,0.00196,0.02848,0.00102
# Notes
#   Analytical total: 0.998 ± 0.027
#   Duane-Hunt: 15.20 keV
#   Residual written to MMM2 Pyrope[4][4][residual].msa.
#   Plot output to 'MMM2 Pyrope[4][4][quantify].pdf'
# Spectrum
#   MMM2 Pyrope[5][all]['MMM2 Pyrope[5][4].msa']
# Fit warnings
#   The k-ratio '[Mn L₃-M₅ + 13 others] = -0.00389 ± 0.00055' is more than 3σ negative.
# Quantification results
Name,Element,Z,A,C[z],U[C[z]],N[z],U[N[z]],A[z],U[A[z]]
MMM2 Pyrope[5][all],O,8,15.999,0.44526,0.02715,0.44027,0.01503,0.59203,0.01473
MMM2 Pyrope[5][all],Mg,12,24.305,0.12423,0.00018,0.12283,0.00330,0.10873,0.00393
MMM2 Pyrope[5][all],Al,13,26.9815384,0.12029,0.00033,0.11894,0.00321,0.09484,0.00343
MMM2 Pyrope[5][all],Si,14,28.085,0.20417,0.00044,0.20188,0.00543,0.15465,0.00559
MMM2 Pyrope[5][all],Ca,20,40.078,0.03077,0.00005,0.03042,0.00082,0.01633,0.00059
MMM2 Pyrope[5][all],Ti,22,47.867,0.00295,0.00004,0.00292,0.00009,0.00131,0.00005
MMM2 Pyrope[5][all],Cr,24,51.9961,0.00783,0.00005,0.00774,0.00021,0.00320,0.00012
MMM2 Pyrope[5][all],Mn,25,54.938043,0.00274,0.00006,0.00271,0.00010,0.00106,0.00005
MMM2 Pyrope[5][all],Fe,26,55.845,0.07310,0.00011,0.07228,0.00194,0.02785,0.00101
# Notes
#   Analytical total: 1.011 ± 0.027
#   Duane-Hunt: 15.19 keV
#   Residual written to MMM2 Pyrope[5][4][residual].msa.
#   Plot output to 'MMM2 Pyrope[5][4][quantify].pdf'
# Spectrum
#   MMM2 Pyrope[6][all]['MMM2 Pyrope[6][4].msa']
# Fit warnings
#   The k-ratio '[Mn L₃-M₅ + 13 others] = -0.00374 ± 0.00055' is more than 3σ negative.
# Quantification results
Name,Element,Z,A,C[z],U[C[z]],N[z],U[N[z]],A[z],U[A[z]]
MMM2 Pyrope[6][all],O,8,15.999,0.44765,0.02735,0.44130,0.01506,0.59304,0.01475
MMM2 Pyrope[6][all],Mg,12,24.305,0.12474,0.00018,0.12297,0.00332,0.10878,0.00394
MMM2 Pyrope[6][all],Al,13,26.9815384,0.11978,0.00033,0.11808,0.00320,0.09410,0.00342
MMM2 Pyrope[6][all],Si,14,28.085,0.20455,0.00044,0.20165,0.00545,0.15437,0.00560
MMM2 Pyrope[6][all],Ca,20,40.078,0.03089,0.00005,0.03045,0.00082,0.01634,0.00059
MMM2 Pyrope[6][all],Ti,22,47.867,0.00318,0.00004,0.00314,0.00009,0.00141,0.00005
MMM2 Pyrope[6][all],Cr,24,51.9961,0.00783,0.00005,0.00772,0.00021,0.00319,0.00012
MMM2 Pyrope[6][all],Mn,25,54.938043,0.00219,0.00006,0.00216,0.00008,0.00084,0.00004
MMM2 Pyrope[6][all],Fe,26,55.845,0.07358,0.00011,0.07254,0.00196,0.02793,0.00101
# Notes
#   Analytical total: 1.014 ± 0.027
#   Duane-Hunt: 15.20 keV
#   Residual written to MMM2 Pyrope[6][4][residual].msa.
#   Plot output to 'MMM2 Pyrope[6][4][quantify].pdf'
# Spectrum
#   MMM2 Pyrope[7][all]['MMM2 Pyrope[7][4].msa']
# Fit warnings
#   The k-ratio '[Mn L₃-M₅ + 13 others] = -0.00467 ± 0.00055' is more than 3σ negative.
# Quantification results
Name,Element,Z,A,C[z],U[C[z]],N[z],U[N[z]],A[z],U[A[z]]
MMM2 Pyrope[7][all],O,8,15.999,0.44514,0.02718,0.43948,0.01505,0.59150,0.01476
MMM2 Pyrope[7][all],Mg,12,24.305,0.12453,0.00018,0.12294,0.00330,0.10892,0.00394
MMM2 Pyrope[7][all],Al,13,26.9815384,0.11993,0.00033,0.11840,0.00319,0.09450,0.00342
MMM2 Pyrope[7][all],Si,14,28.085,0.20443,0.00044,0.20183,0.00543,0.15475,0.00560
MMM2 Pyrope[7][all],Ca,20,40.078,0.03099,0.00005,0.03060,0.00082,0.01644,0.00059
