Name,Element,Z,A,C[z],U[C[z]],N[z]],U[N[z]],A[z],U[A[z]]
'NIST K1080',Li,3,6.94,0.02787,0.00000,0.02787,0.00000,0.08871,0.00000
'NIST K1080',B,5,10.81,0.00622,0.00000,0.00622,0.00000,0.01270,0.00000
'NIST K1080',O,8,15.999,0.41646,0.00000,0.41646,0.00000,0.57497,0.00000
'NIST K1080',Mg,12,24.305,0.01206,0.00000,0.01206,0.00000,0.01096,0.00000
'NIST K1080',Al,13,26.9815384,0.07938,0.00000,0.07938,0.00000,0.06499,0.00000
'NIST K1080',Si,14,28.085,0.18699,0.00000,0.18699,0.00000,0.14706,0.00000
'NIST K1080',Ca,20,40.078,0.10720,0.00000,0.10720,0.00000,0.05908,0.00000
'NIST K1080',Ti,22,47.867,0.01199,0.00000,0.01199,0.00000,0.00553,0.00000
'NIST K1080',Sr,38,87.62,0.12684,0.00000,0.12684,0.00000,0.03198,0.00000
'NIST K1080',Zr,40,91.224,0.00740,0.00000,0.00740,0.00000,0.00179,0.00000
'NIST K1080',Lu,71,174.9668,0.01759,0.00000,0.01759,0.00000,0.00222,0.00000
