# Configuration
#   Username: Nicholas W. M. Ritchie
#   Timestamp: 2025-10-23 13:26:1
#   Application: spex version 0.0.121
#   References: `N132962 15 keV` revision 199 - 2025-10-23 13:24:40 -04:00
# Configuration warnings
#   The Duane-Hunt (14.66 keV) for KCl standard for 'N132962' detector differs by more than 1 % from the beam energy (15.00 keV)!!
#   There are no suitable references for [K L₃-M₁ and 8 others; 0.8241>.
#   There are no suitable references for [Ga L₁-L₂ and 1 others; 0.0013>.
#   There are no suitable references for [Sr L₁-L₂ and 1 others; 0.0007>.
#   There are no suitable references for [Cs M₁-M₂ and 5 others; 0.0277>.
#   There are no suitable references for [Cs M₅-N₃ and 17 others; 0.9731>.
# Spectrum
#   GMIIIA K970[0][all]['GMIIIA K970[0][4].msa']
# Fit warnings
#   The k-ratio '[Sn M₅-N₃ + 22 others] = -0.00351 ± 0.00094' is more than 3σ negative.
#   The k-ratio '[Cd L₁-L₂] = -0.0541 ± 0.0047' is more than 3σ negative.
#   The k-ratio '[Bi L₃-M₁ + 1 other] = -0.220 ± 0.039' is more than 3σ negative.
# Quantification results
Name,Element,Z,A,C[z],U[C[z]],N[z],U[N[z]],A[z],U[A[z]]
GMIIIA K970[0][all],O,8,15.999,0.38135,0.03053,0.37982,0.01889,0.60680,0.01911
GMIIIA K970[0][all],Al,13,26.9815384,0.07914,0.00053,0.07883,0.00246,0.07467,0.00366
GMIIIA K970[0][all],Si,14,28.085,0.19372,0.00074,0.19295,0.00592,0.17560,0.00855
GMIIIA K970[0][all],K,19,39.0983,0.01747,0.00009,0.01740,0.00054,0.01137,0.00056
GMIIIA K970[0][all],Ca,20,40.078,0.10853,0.00042,0.10810,0.00332,0.06894,0.00336
GMIIIA K970[0][all],V,23,50.9415,0.01202,0.00006,0.01197,0.00037,0.00601,0.00029
GMIIIA K970[0][all],Ga,31,69.723,0.00745,0.00019,0.00742,0.00030,0.00272,0.00015
GMIIIA K970[0][all],As,33,74.921595,0.01352,0.00036,0.01346,0.00054,0.00459,0.00025
GMIIIA K970[0][all],Sr,38,87.62,0.13316,0.00087,0.13263,0.00412,0.03869,0.00190
GMIIIA K970[0][all],Cd,48,112.414,0.00873,0.00011,0.00869,0.00029,0.00198,0.00010
GMIIIA K970[0][all],Sn,50,118.71,0.01528,0.00021,0.01522,0.00051,0.00328,0.00017
GMIIIA K970[0][all],Cs,55,132.90545196,0.01804,0.00013,0.01796,0.00056,0.00345,0.00017
GMIIIA K970[0][all],Bi,83,208.9804,0.01560,0.00238,0.01553,0.00239,0.00190,0.00030
# Notes
#   Analytical total: 1.004 ± 0.031
#   Duane-Hunt: 15.20 keV
#   Residual written to GMIIIA K970[0][4][residual].msa.
#   Plot output to 'GMIIIA K970[0][4][quantify].pdf'
# Spectrum
#   GMIIIA K970[1][all]['GMIIIA K970[1][4].msa']
# Fit warnings
#   The k-ratio '[Cd L₁-L₂] = -0.0651 ± 0.0048' is more than 3σ negative.
# Quantification results
Name,Element,Z,A,C[z],U[C[z]],N[z],U[N[z]],A[z],U[A[z]]
GMIIIA K970[1][all],O,8,15.999,0.37921,0.03051,0.37939,0.01897,0.60530,0.01923
GMIIIA K970[1][all],Al,13,26.9815384,0.07919,0.00053,0.07923,0.00248,0.07495,0.00368
GMIIIA K970[1][all],Si,14,28.085,0.19398,0.00073,0.19407,0.00598,0.17639,0.00861
GMIIIA K970[1][all],K,19,39.0983,0.01718,0.00009,0.01719,0.00053,0.01122,0.00055
GMIIIA K970[1][all],Ca,20,40.078,0.10881,0.00035,0.10886,0.00335,0.06933,0.00338
GMIIIA K970[1][all],V,23,50.9415,0.01248,0.00006,0.01249,0.00039,0.00626,0.00031
GMIIIA K970[1][all],Ga,31,69.723,0.00818,0.00019,0.00819,0.00032,0.00300,0.00016
GMIIIA K970[1][all],As,33,74.921595,0.01322,0.00036,0.01322,0.00054,0.00451,0.00025
GMIIIA K970[1][all],Sr,38,87.62,0.13364,0.00087,0.13370,0.00417,0.03895,0.00191
GMIIIA K970[1][all],Cd,48,112.414,0.00862,0.00011,0.00863,0.00028,0.00196,0.00010
GMIIIA K970[1][all],Sn,50,118.71,0.01485,0.00020,0.01486,0.00050,0.00319,0.00016
GMIIIA K970[1][all],Cs,55,132.90545196,0.01802,0.00013,0.01803,0.00057,0.00346,0.00017
GMIIIA K970[1][all],Bi,83,208.9804,0.01213,0.00238,0.01214,0.00238,0.00148,0.00030
# Notes
#   Analytical total: 1.000 ± 0.031
#   Duane-Hunt: 14.98 keV
#   Residual written to GMIIIA K970[1][4][residual].msa.
#   Plot output to 'GMIIIA K970[1][4][quantify].pdf'
# Spectrum
#   GMIIIA K970[2][all]['GMIIIA K970[2][4].msa']
# Fit warnings
#   The k-ratio '[Cd L₁-L₂] = -0.0639 ± 0.0048' is more than 3σ negative.
# Quantification results
Name,Element,Z,A,C[z],U[C[z]],N[z],U[N[z]],A[z],U[A[z]]
