# Configuration
#   Username: nwmr
#   Timestamp: 2025-10-03 08:01:35.388517846 -04:00
#   Application: spex v0.0.118
#   References: `N132962 15 keV` revision 477 - 2025-10-02 21:29:04 -04:00
# Configuration warnings
#   The Duane-Hunt (14.83 keV) for CeO2 standard for 'N132962' detector differs by more than 1 % from the beam energy (15.00 keV)!!
#   There are no suitable references for [Pb M₃-M₄ and 1 others; 0.0015>.
# Spectrum
#   GMIIIA K493[0][all]['GMIIIA K493[0][4].msa']
# Fit warnings
#   Removing Ta from the fit and re-fitting (threshold = 0.0σ).
#   The k-ratio '[Ti L₃-M₅ + 13 others] = -0.00611 ± 0.00053' is more than 3σ negative.
#   The k-ratio '[Ce M₁-O₃ + 1 other] = -1.04 ± 0.17' is more than 3σ negative.
# Quantification results
Name,Element,Z,A,C[z],U[C[z]],N[z],U[N[z]],A[z],U[A[z]]
GMIIIA K493[0][all],B,5,10.81,0.03100,0.01143,0.02915,0.01045,0.11743,0.03883
GMIIIA K493[0][all],O,8,15.999,0.21454,0.02316,0.20171,0.01753,0.54903,0.03577
GMIIIA K493[0][all],Al,13,26.9815384,0.00162,0.00003,0.00152,0.00005,0.00245,0.00019
GMIIIA K493[0][all],Si,14,28.085,0.13066,0.00040,0.12284,0.00303,0.19047,0.01399
GMIIIA K493[0][all],Ti,22,47.867,0.00300,0.00011,0.00282,0.00013,0.00256,0.00021
GMIIIA K493[0][all],Fe,26,55.845,0.00320,0.00007,0.00301,0.00010,0.00235,0.00018
GMIIIA K493[0][all],Zr,40,91.224,0.00349,0.00011,0.00328,0.00013,0.00157,0.00012
GMIIIA K493[0][all],Ce,58,140.116,0.00574,0.00013,0.00540,0.00018,0.00168,0.00013
GMIIIA K493[0][all],Ta,73,180.94788,0.00000,0.00029,0.00000,0.00027,0.00000,0.00007
GMIIIA K493[0][all],Pb,82,207.2,0.67039,0.00381,0.63028,0.01536,0.13247,0.00974
# Notes
#   Analytical total: 1.064 ± 0.026
#   Duane-Hunt: 15.00 keV
#   Residual written to GMIIIA K493[0][4][residual].msa.
#   Plot output to 'GMIIIA K493[0][4][quantify].pdf'
# Spectrum
#   GMIIIA K493[1][all]['GMIIIA K493[1][4].msa']
# Fit warnings
#   Removing Ta from the fit and re-fitting (threshold = 0.0σ).
#   The k-ratio '[Ti L₃-M₅ + 13 others] = -0.00588 ± 0.00053' is more than 3σ negative.
#   The k-ratio '[Ce M₁-O₃ + 1 other] = -0.80 ± 0.17' is more than 3σ negative.
# Quantification results
Name,Element,Z,A,C[z],U[C[z]],N[z],U[N[z]],A[z],U[A[z]]
GMIIIA K493[1][all],B,5,10.81,0.03046,0.01128,0.02826,0.01019,0.11501,0.03833
GMIIIA K493[1][all],O,8,15.999,0.21578,0.02356,0.20014,0.01762,0.55042,0.03578
GMIIIA K493[1][all],Al,13,26.9815384,0.00156,0.00003,0.00145,0.00005,0.00236,0.00018
GMIIIA K493[1][all],Si,14,28.085,0.13024,0.00040,0.12080,0.00298,0.18926,0.01395
GMIIIA K493[1][all],Ti,22,47.867,0.00326,0.00012,0.00303,0.00014,0.00278,0.00023
GMIIIA K493[1][all],Fe,26,55.845,0.00281,0.00007,0.00261,0.00009,0.00205,0.00016
GMIIIA K493[1][all],Zr,40,91.224,0.00329,0.00011,0.00305,0.00012,0.00147,0.00012
