# Configuration
#   Username: nwmr
#   Timestamp: 2025-10-03 08:01:27.554506976 -04:00
#   Application: spex v0.0.118
#   References: `N132962 15 keV` revision 477 - 2025-10-02 21:29:04 -04:00
# Configuration warnings
#   There are no suitable references for [Pb M₃-M₄ and 1 others; 0.0015>.
# Spectrum
#   GMIIIA K251[0][all]['GMIIIA K251[0][4].msa']
# Fit warnings
#    None
# Quantification results
Name,Element,Z,A,C[z],U[C[z]],N[z],U[N[z]],A[z],U[A[z]]
GMIIIA K251[0][all],O,8,15.999,0.21252,0.01930,0.21388,0.01534,0.59523,0.02225
GMIIIA K251[0][all],Al,13,26.9815384,0.01398,0.00033,0.01406,0.00044,0.02321,0.00137
GMIIIA K251[0][all],Si,14,28.085,0.14761,0.00421,0.14855,0.00469,0.23551,0.01373
GMIIIA K251[0][all],Ba,56,137.327,0.09849,0.00156,0.09912,0.00249,0.03214,0.00182
GMIIIA K251[0][all],Ta,73,180.94788,0.04108,0.00038,0.04134,0.00093,0.01017,0.00056
GMIIIA K251[0][all],Pb,82,207.2,0.43997,0.00341,0.44278,0.00922,0.09515,0.00523
GMIIIA K251[0][all],Bi,83,208.9804,0.04001,0.00415,0.04027,0.00409,0.00858,0.00100
# Notes
#   Analytical total: 0.994 ± 0.021
#   Duane-Hunt: 15.01 keV
#   Residual written to GMIIIA K251[0][4][residual].msa.
#   Plot output to 'GMIIIA K251[0][4][quantify].pdf'
# Spectrum
#   GMIIIA K251[1][all]['GMIIIA K251[1][4].msa']
# Fit warnings
#   The k-ratio '[Bi M₃-M₅ + 1 other] = -0.121 ± 0.027' is more than 3σ negative.
#   The k-ratio '[Bi M₁-O₂ + 1 other] = -0.426 ± 0.088' is more than 3σ negative.
# Quantification results
Name,Element,Z,A,C[z],U[C[z]],N[z],U[N[z]],A[z],U[A[z]]
GMIIIA K251[1][all],O,8,15.999,0.22022,0.02075,0.20960,0.01568,0.59756,0.02302
GMIIIA K251[1][all],Al,13,26.9815384,0.01385,0.00033,0.01318,0.00041,0.02228,0.00137
GMIIIA K251[1][all],Si,14,28.085,0.14776,0.00426,0.14064,0.00452,0.22840,0.01383
GMIIIA K251[1][all],Ba,56,137.327,0.09828,0.00165,0.09355,0.00241,0.03107,0.00183
GMIIIA K251[1][all],Ta,73,180.94788,0.04154,0.00038,0.03954,0.00089,0.00997,0.00057
GMIIIA K251[1][all],Pb,82,207.2,0.46780,0.00343,0.44525,0.00935,0.09801,0.00560
GMIIIA K251[1][all],Bi,83,208.9804,0.06119,0.00411,0.05824,0.00387,0.01271,0.00111
# Notes
#   Analytical total: 1.051 ± 0.022
#   Duane-Hunt: 15.01 keV
#   Residual written to GMIIIA K251[1][4][residual].msa.
#   Plot output to 'GMIIIA K251[1][4][quantify].pdf'
# Spectrum
#   GMIIIA K251[2][all]['GMIIIA K251[2][4].msa']
# Fit warnings
#   The k-ratio '[Bi M₁-O₂ + 1 other] = -0.826 ± 0.088' is more than 3σ negative.
#   The k-ratio '[Bi L₃-M₁ + 1 other] = -0.447 ± 0.064' is more than 3σ negative.
# Quantification results
Name,Element,Z,A,C[z],U[C[z]],N[z],U[N[z]],A[z],U[A[z]]
GMIIIA K251[2][all],O,8,15.999,0.21826,0.02015,0.21346,0.01557,0.59778,0.02256
GMIIIA K251[2][all],Al,13,26.9815384,0.01377,0.00033,0.01347,0.00042,0.02236,0.00135
GMIIIA K251[2][all],Si,14,28.085,0.14900,0.00424,0.14572,0.00463,0.23247,0.01380
