# Configuration
#   Username: Nicholas W. M. Ritchie
#   Timestamp: 2025-10-23 13:25:53
#   Application: spex version 0.0.121
#   References: `N132962 15 keV` revision 199 - 2025-10-23 13:24:40 -04:00
# Configuration warnings
#    None
# Spectrum
#   GMIIIA K1132[0][all]['GMIIIA K1132[0][4].msa']
# Fit warnings
#   The k-ratio '[Cr L₃-M₅ + 13 others] = -0.01148 ± 0.00063' is more than 3σ negative.
# Quantification results
Name,Element,Z,A,C[z],U[C[z]],N[z],U[N[z]],A[z],U[A[z]]
GMIIIA K1132[0][all],O,8,15.999,0.43070,0.03158,0.42451,0.01796,0.64549,0.01687
GMIIIA K1132[0][all],Al,13,26.9815384,0.07851,0.00307,0.07739,0.00369,0.06977,0.00416
GMIIIA K1132[0][all],Si,14,28.085,0.21538,0.00045,0.21229,0.00665,0.18388,0.00872
GMIIIA K1132[0][all],Ca,20,40.078,0.10542,0.00009,0.10390,0.00325,0.06307,0.00299
GMIIIA K1132[0][all],Cr,24,51.9961,0.00541,0.00007,0.00533,0.00018,0.00250,0.00012
GMIIIA K1132[0][all],Ni,28,58.6934,0.01133,0.00008,0.01117,0.00036,0.00463,0.00022
GMIIIA K1132[0][all],Mo,42,95.95,0.01800,0.00018,0.01775,0.00058,0.00450,0.00022
GMIIIA K1132[0][all],Ba,56,137.327,0.14981,0.00049,0.14766,0.00464,0.02616,0.00124
# Notes
#   Analytical total: 1.015 ± 0.032
#   Duane-Hunt: 15.04 keV
#   Residual written to GMIIIA K1132[0][4][residual].msa.
#   Plot output to 'GMIIIA K1132[0][4][quantify].pdf'
# Spectrum
#   GMIIIA K1132[1][all]['GMIIIA K1132[1][4].msa']
# Fit warnings
#   The k-ratio '[Cr L₃-M₅ + 13 others] = -0.01193 ± 0.00063' is more than 3σ negative.
#   The k-ratio '[Mo L₁-N₃ + 1 other] = -0.0256 ± 0.0045' is more than 3σ negative.
# Quantification results
Name,Element,Z,A,C[z],U[C[z]],N[z],U[N[z]],A[z],U[A[z]]
